Ticker,Description,Last,Change %,Change,Technical Rating,Volume,Volume*Price,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector
NVRO,Nevro Corp.,71.27,-2.28955306,-1.67,Sell,1822619,129898056.13,2497950027.4138393,,-3.7712,945,Health Technology
HTH,Hilltop Holdings Inc.,31.42,1.09395109,0.34,Neutral,1600979,50302760.18,2481115908.983289,6.50788472,4.6252,4950,Finance
TPH,"Tri Pointe Homes, Inc.",23.14,4.80072464,1.06,Sell,4644471,107473058.94,2479498037.681416,5.52905199,4.1242,1390,Consumer Durables
FA,First Advantage Corporation,16.18,0.99875156,0.16,Sell,2096250,33917325,2473518686.396966,,,,Commercial Services
TRN,"Trinity Industries, Inc.",29.55,2.42634315,0.7,Strong Buy,3963880,117132654,2462759732.4929132,56.63255067,0.5081,5845,Producer Manufacturing
CENX,Century Aluminum Company,26.99,17.44995648,4.01,Strong Buy,9662340,260786556.6,2462341275.278178,,-1.9007,2512,Non-Energy Minerals
EVCM,EverCommerce Inc.,12.6,7.05182668,0.83,Sell,727464,9166046.4,2461554327.3684206,,-1.0116,1750,Technology Services
CENT,Central Garden & Pet Company,47.6,1.14747131,0.54,Neutral,183733,8745690.8,2458562768.3766932,16.61190085,2.8789,7000,Consumer Non-Durables
CVET,"Covetrus, Inc.",17.81,-1.76503034,-0.32,Sell,2522935,44933472.35,2453921617.653781,,-0.3949,,Technology Services
FBC,"Flagstar Bancorp, Inc.",46.08,1.47544594,0.67,Sell,1627897,75013493.75999999,2451347620.2593856,4.40641261,10.0978,5395,Finance
CDEV,"Centennial Resource Development, Inc.",8.6,3.48977136,0.29,Buy,39392829,338778329.4,2443191387.129629,20.89480048,0.4827,147,Energy Minerals
CORZ,"Core Scientific, Inc.",7.7,-17.91044776,-1.68,Strong Sell,11717441,90224295.7,2443055211.495327,,-0.4482,,Technology Services
PTCT,"PTC Therapeutics, Inc.",34.18,-4.1771797,-1.49,Strong Sell,1496592,51153514.56,2439169409.1979012,,-7.4342,1177,Health Technology
NUS,"Nu Skin Enterprises, Inc.",48.94,3.14014752,1.49,Sell,2135511,104511908.33999997,2438393199.382301,15.88640517,2.9271,19600,Consumer Non-Durables
GOGL,Golden Ocean Group Limited,12.15,-5.078125,-0.65,Buy,16616715,201893087.25,2435292746.745968,,2.6584,,Transportation
HLIO,"Helios Technologies, Inc.",75.15,-1.76470588,-1.35,Sell,563946,42380541.90000001,2434940474.837938,27.24495119,2.6838,2000,Producer Manufacturing
SPCE,"Virgin Galactic Holdings, Inc.",9.42,2.61437908,0.24,Sell,52366652,493293861.84,2430465889.86738,,-1.4476,804,Electronic Technology
AGTI,"Agiliti, Inc.",18.59,5.98631699,1.05,Sell,759401,14117264.59,2428834340.207407,155.58510638,0.1235,3852,Finance
GMS,GMS Inc.,56.29,4.99906734,2.68,Buy,702264,39530440.56,2423620529.2151303,12.59993377,4.3066,5843,Distribution Services
FIGS,"FIGS, Inc.",14.81,-10.18799272,-1.68,Sell,9972870,147698204.70000002,2420804529.228493,,-0.063,,Consumer Non-Durables
USM,United States Cellular Corporation,28.19,0.39173789,0.11,Sell,423434,11936604.46,2420683731.0423574,15.24681305,1.8093,4800,Communications
KTOS,"Kratos Defense & Security Solutions, Inc.",19.35,3.58672377,0.67,Buy,9381457,181531192.95,2411844838.8755617,,-0.0159,3300,Electronic Technology
OSTK,"Overstock.com, Inc.",55.97,3.68655057,1.99,Sell,7845857,439132616.29,2407997309.9999995,22.15838322,2.5084,1350,Retail Trade
SEAT,Vivid Seats Inc.,12.31,7.22996516,0.83,Buy,1833509,22570495.79,2402277178.1578503,,-44050.152,1,Consumer Services
CNNE,"Cannae Holdings, Inc.",27,2.3890785,0.63,Sell,1864583,50343741,2400647421.7714925,,-3.2232,12938,Finance
AMPL,"Amplitude, Inc.",21.82,2.7306968,0.58,Sell,4533221,98914882.22,2399178101.449507,,-0.7001,612,Technology Services
LBRT,Liberty Oilfield Services Inc.,12.89,8.5016835,1.01,Strong Buy,12605078,162479455.42000002,2398761690.1677966,,-1.0265,3601,Industrial Services
IOSP,Innospec Inc.,96.49,-0.44366488,-0.43,Buy,387046,37346068.54,2390413573.766343,24.47251749,3.7772,1900,Process Industries
ENVX,Enovix Corporation,16.44,3.72239748,0.59,Sell,2956588,48606306.72000001,2387838139.3370175,,,132,Producer Manufacturing
ACLS,"Axcelis Technologies, Inc.",71.59,3.09619816,2.15,Buy,1556239,111411150.01,2379651687.998501,23.12305026,2.9443,1122,Electronic Technology
ATSG,"Air Transport Services Group, Inc",32,9.51403149,2.78,Strong Buy,3775303,120809696,2374376268.147664,,3.3637,,Transportation
HRMY,"Harmony Biosciences Holdings, Inc.",40.56,6.93382547,2.63,Buy,2300001,93288040.56,2371604910.733899,69.48829141,0.599,180,Health Technology
MNTV,Momentive Global Inc.,15.75,-3.96341463,-0.65,Sell,14023121,220864155.75,2370540521.5583177,,-0.8373,1600,Technology Services
BRC,Brady Corporation,45.83,-1.44086022,-0.67,Sell,628226,28791597.58,2365038504.109851,17.56434793,2.5819,5700,Producer Manufacturing
FROG,JFrog Ltd.,24.23,-0.16481253,-0.04,Sell,2741090,66416610.7,2359635525.4480233,,-0.6733,1000,Technology Services
UNFI,"United Natural Foods, Inc.",40.57,0.37110341,0.15,Neutral,1757355,71295892.35,2356509722.1101694,10.3898183,4.0047,28300,Distribution Services
FTAI,Fortress Transportation and Infrastructure Investors LLC,23.7,-6.50887574,-1.65,Sell,4193342,99382205.4,2350574984.8542404,,-1.4584,600,Finance
FRME,First Merchants Corporation,43.92,0.29687143,0.13,Strong Buy,1096237,48146729.04,2345785313.3847604,11.16831267,3.8184,,Finance
GCP,GCP Applied Technologies Inc.,31.72,0.85850556,0.27,Buy,1672449,53050082.28,2345243729.386852,114.01801802,0.2779,1950,Process Industries
GTN,"Gray Television, Inc.",24.57,10.87545126,2.41,Strong Buy,3011090,73982481.3,2344263390.791789,59.675,0.4029,8608,Consumer Services
ARCB,ArcBest Corporation,95.21,6.08356546,5.46,Buy,994981,94732141.01,2341952413.3866315,11.3697258,8.3834,14000,Transportation
CRDO,Credo Technology Group Holding Ltd,16.36,6.71885192,1.03,,1606910,26289047.6,2338614061.5453353,,-0.1778,354,Technology Services
MDRX,"Allscripts Healthcare Solutions, Inc.",20.12,3.28542094,0.64,Buy,6633265,133461291.80000003,2338117162.688822,19.27032796,1.0779,8000,Technology Services
KIND,"Nextdoor Holdings, Inc.",6.09,-3.33333333,-0.21,Strong Sell,6910919,42087496.71,2332211958.6971154,,,,Finance
LILA,Liberty Latin America Ltd.,10.2,-2.94957184,-0.31,Strong Sell,1652603,16856550.6,2329361488.914168,,-1.8874,11900,Consumer Services
ZGN,Ermenegildo Zegna N.V.,9.61,-0.1039501,-0.01,Strong Sell,203078,1951579.58,2328922659.451883,,-0.2236,,Finance
FOLD,"Amicus Therapeutics, Inc.",8.31,0.72727273,0.06,Sell,10818565,89902275.15,2327043974.91961,,-0.9273,496,Health Technology
ENR,"Energizer Holdings, Inc.",32.66,-4.1385383,-1.41,Sell,2506712,81869213.91999999,2327028925.7565875,16.29024016,2.045,6000,Consumer Non-Durables
PSMT,"PriceSmart, Inc.",75.33,3.10703531,2.27,Neutral,359464,27078423.12,2324863946.5533953,22.0882795,3.2634,10400,Retail Trade
NTCT,"NetScout Systems, Inc.",31.46,0.31887755,0.1,Buy,2001119,62955203.74,2322701517.181457,40.71178215,0.7539,2421,Technology Services
VORB,"Virgin Orbit Holdings, Inc.",6.92,0,0,Sell,977899,6767061.08,2317645605.2661066,,,,Electronic Technology
WAFD,"Washington Federal, Inc.",35.5,-1.22426266,-0.44,Buy,1640133,58224721.5,2315441933.9290905,13.20515773,2.6086,2082,Finance
VCTR,"Victory Capital Holdings, Inc. Class A Common Stock",33.94,2.32137474,0.77,Buy,485005,16461069.7,2311383074.8639307,8.63000932,4.0954,,Finance
CMTG,"Claros Mortgage Trust, Inc.",17.32,0.23148148,0.04,Neutral,39178,678562.96,2311067993.355428,,,,Finance
FFBC,First Financial Bancorp.,24.47,-2.27635783,-0.57,Neutral,936300,22911261,2303831450.292589,10.97144993,2.1596,2010,Finance
IOVA,"Iovance Biotherapeutics, Inc.",14.67,-5.65916399,-0.88,Sell,4636949,68024041.83,2301710196.3130264,,-2.2279,319,Health Technology
AI,"C3.ai, Inc.",22.66,4.85886164,1.05,Sell,9754512,221037241.92,2300836202.0562105,,-1.316,,Technology Services
MTX,Minerals Technologies Inc.,69.36,-0.99914359,-0.7,Sell,449767,31195839.12,2298774182.831621,13.83807169,4.8938,3961,Process Industries
PLXS,Plexus Corp.,81.8,0.25738448,0.21,Sell,565739,46277450.2,2298317335.7604485,18.42867654,4.4403,19200,Electronic Technology
B,"Barnes Group, Inc.",45.24,-3.22994652,-1.51,Strong Sell,828995,37503733.80000001,2293324112.9513364,22.38416692,1.9612,5100,Producer Manufacturing
SPXC,SPX Corporation,50.41,-0.23748268,-0.12,Sell,632400,31879284,2289288526.358587,36.81678069,1.3809,3100,Producer Manufacturing
PAGP,"Plains GP Holdings, L.P.",11.79,7.86825252,0.86,Strong Buy,15065901,177626972.79,2288939281.7029176,35.97328244,0.3144,,Industrial Services
CINT,CI&T Inc,16.99,3.59756098,0.59,Strong Buy,130688,2220389.12,2283117373.91126,75.89410125,0.2152903,3219,Technology Services
CLBK,"Columbia Financial, Inc.",21.35,-0.92807425,-0.2,Buy,376811,8044914.85,2280424534.705883,23.48278986,0.8838,,Finance
TTGT,"TechTarget, Inc.",76.93,-0.38845008,-0.3,Neutral,567781,43679392.33000001,2279735728.497104,,0.0458,,Technology Services
PAX,Patria Investments Limited,16.72,0.42042042,0.07,Sell,661339,11057588.08,2276386094.7908697,17.63873776,0.919,158,Finance
AAWW,Atlas Air Worldwide Holdings,80.84,4.82365145,3.72,Buy,2617751,211618990.84,2276005368.4428415,5.00725644,17.0393,4056,Transportation
ITRI,"Itron, Inc.",50.01,-8.57404022,-4.69,Strong Sell,3080716,154066607.16,2264065195.4513226,,-1.7726,,Electronic Technology
ZNTL,"Zentalis Pharmaceuticals, Inc.",49.85,-2.86438036,-1.47,Sell,925737,46147989.45,2258481261.560207,,-3.783,134,Health Technology
TR,"Tootsie Roll Industries, Inc.",34.36,0.49722141,0.17,Buy,466201,16018666.36,2257286561.944889,37.87453709,0.8911,2000,Consumer Non-Durables
SBGI,"Sinclair Broadcast Group, Inc.",29.87,9.05439942,2.48,Strong Buy,4807300,143594051,2257074179.3286624,,-5.5035,,Consumer Services
WSBC,"WesBanco, Inc.",36.17,-1.97831978,-0.73,Buy,915561,33115841.37,2253653080.7522993,9.8773842,3.5304,,Finance
PLAY,"Dave & Buster's Entertainment, Inc.",46.5,7.7386469,3.34,Buy,5314709,247133968.5,2251661209.907051,89.49076892,0.5344,8547,Consumer Services
OLO,Olo Inc.,14.12,0.28409091,0.04,Sell,9380440,132451812.8,2244758606.3841248,,-0.2849,639,Technology Services
TOWN,Towne Bank,30.9,-1.46683673,-0.46,Sell,576031,17799357.9,2244081651.4656897,10.12547221,2.972,,Finance
CCS,"Century Communities, Inc.",66.4,5.01344299,3.17,Neutral,1453141,96488562.4,2241982820.1835437,4.41618926,14.7857,1600,Consumer Durables
TIGO,Millicom International Cellular S.A.,22.23,-7.14285714,-1.71,Strong Sell,499253,11098394.19,2241395596.293155,3.72011682,5.8896,,Communications
RDFN,Redfin Corporation,21.04,-3.61887311,-0.79,Strong Sell,5057487,106409526.47999997,2238585618.059701,,-1.1182,6485,Finance
NOVA,Sunnova Energy International Inc.,19.9,8.98138007,1.64,Sell,9042477,179945292.29999998,2234102403.902676,,-1.2476,736,Utilities
STGW,Stagwell Inc.,7.61,1.73796791,0.13,Neutral,910704,6930457.44,2231042853.200809,,-3.2268,4866,Commercial Services
RSI,"Rush Street Interactive, Inc.",10.16,2.11055276,0.21,Sell,2494114,25340198.24,2227212204.973188,,-0.1668,,Consumer Services
FCEL,"FuelCell Energy, Inc.",6.07,14.96212121,0.79,Sell,97696498,593017742.86,2225789940.737705,,-0.317,382,Electronic Technology
NAPA,"The Duckhorn Portfolio, Inc.",19.28,-2.08227527,-0.41,Sell,823225,15871778,2218102278.961039,37.04772902,0.5196,474,Distribution Services
SAH,"Sonic Automotive, Inc.",55.14,2.37653175,1.28,Strong Buy,1002993,55305034.02,2217480326.043689,6.41047883,8.4282,10200,Retail Trade
KAR,"KAR Auction Services, Inc",18.25,-3.64308342,-0.69,Buy,7918120,144505690,2211553793.0586286,141.69278997,0.129,9600,Commercial Services
ACVA,ACV Auctions Inc.,14.11,7.95715379,1.04,Sell,7011796,98936441.56,2204921158.260355,,-0.5033,1910,Retail Trade
EBS,"Emergent Biosolutions, Inc.",43.56,9.88900101,3.92,Sell,2750221,119799626.76,2199841916.4546113,9.76211744,4.3229,2416,Health Technology
RXT,"Rackspace Technology, Inc.",10.45,-6.19389587,-0.69,Sell,3384712,35370240.4,2194835172.790244,,-1.0493,,Technology Services
VMEO,"Vimeo, Inc.",12.49,-2.421875,-0.31,Sell,3870935,48347978.15,2191985683.2920218,,-0.1746,,Technology Services
CRSR,"Corsair Gaming, Inc.",23.19,1.39921294,0.32,Neutral,2683165,62222596.35,2187837216.217892,22.37415775,1.088,,Technology Services
WGO,"Winnebago Industries, Inc.",65.53,4.01587302,2.53,Sell,1558470,102126539.1,2185076426.6515865,6.74929231,9.6907,6532,Consumer Durables
ZETA,Zeta Global Holdings Corp.,11.04,-11.11111111,-1.38,Buy,5357241,59143940.63999999,2184053519.5393476,,-1.3309,1434,Technology Services
XMTR,"Xometry, Inc.",49.09,5.91154261,2.74,Neutral,1360008,66762792.72000001,2180621745.754045,,-1.0743,,Producer Manufacturing
CALM,"Cal-Maine Foods, Inc.",44.53,0.83786232,0.37,Buy,1249343,55633243.79,2175584383.924136,,-0.153,3286,Consumer Non-Durables
SMCI,"Super Micro Computer, Inc.",42.17,4.97883993,2,Strong Buy,935974,39470023.58,2174425133.5882206,16.95995919,2.4621,4155,Electronic Technology
MVST,"Microvast Holdings, Inc.",7.23,8.23353293,0.55,Neutral,2004939,14495708.97,2172776880.630902,,-0.5548,2,Producer Manufacturing
DDD,3D Systems Corporation,17.01,-2.46559633,-0.43,Sell,16696089,284000473.89000005,2172676354.863268,7.02883206,2.5156,1995,Producer Manufacturing
ODP,The ODP Corporation,44.73,0.72055843,0.32,Buy,1265750,56616997.49999999,2168819300.241031,,-4.164,26000,Retail Trade
LFG,Archaea Energy Inc.,18.69,4.41340782,0.79,Buy,1824611,34101979.59000001,2165661068.746702,,-4.2808,3,Finance
RLGY,Realogy Holdings Corp.,18.55,1.64383562,0.3,Buy,5065063,93956918.65,2162715419.7833333,6.28118784,2.9445,9665,Finance
OM,"Outset Medical, Inc.",45.6,8.26210826,3.48,Buy,1232024,56180294.4,2161752688.851181,,-2.8916,444,Health Technology
JELD,"JELD-WEN Holding, Inc.",24.03,3.8012959,0.88,Sell,2894629,69557934.87,2160992585.403654,13.41776585,1.7494,24700,Non-Energy Minerals
HTGC,"Hercules Capital, Inc.",18.03,0.89535534,0.16,Buy,3702202,66750702.06,2159437725.605085,12.30705048,1.5033,90,Finance
SWI,SolarWinds Corporation,13.45,0.14892033,0.02,Sell,2905062,39073083.9,2158244395.835684,,-0.3257,2147,Technology Services
BLMN,"Bloomin' Brands, Inc.",24.09,-3.52422907,-0.88,Buy,5330952,128422633.68,2154264653.072126,11.73804781,2.4247,82000,Consumer Services
NVTA,Invitae Corporation,9.49,-10.3871577,-1.1,Sell,22321466,211830712.34,2148259333.010999,,-1.7206,,Health Services
VSTO,Vista Outdoor Inc.,37.98,6.7753725,2.41,Neutral,2001584,76020160.32,2136707686.8632617,5.07362467,7.4142,5900,Consumer Durables
ONEM,"1Life Healthcare, Inc.",11.13,4.21348315,0.45,Sell,10572001,117666371.13000003,2133865832.6871169,,-1.5973,3090,Health Services
CRK,"Comstock Resources, Inc.",9.16,12.25490196,1,Strong Buy,11055614,101269424.24,2133571269.981818,,-1.1221,205,Energy Minerals
SAGE,"Sage Therapeutics, Inc.",36.12,-1.44611187,-0.53,Sell,1818189,65672986.67999999,2133021452.466539,,-7.8017,471,Health Technology
CAKE,The Cheesecake Factory Incorporated,40.85,-5.63640564,-2.44,Sell,2998664,122495424.4,2131119623.924626,39.99018164,1.0411,45800,Consumer Services
LAW,"CS Disco, Inc.",36.84,6.13656007,2.13,Neutral,1397174,51471890.16,2122897508.8298163,,-0.4234,,Technology Services
SASR,"Sandy Spring Bancorp, Inc.",46.99,-1.30224743,-0.62,Neutral,535252,25151491.48,2120731777.5158365,9.09622049,4.9959,1116,Finance
FBK,FB Financial Corporation,44.48,1.09090909,0.48,Buy,408149,18154467.52,2115641114.3299696,10.7405727,4.0119,1962,Finance
BLND,"Blend Labs, Inc.",9.2,7.85463072,0.67,Neutral,3886180,35752856,2115138568.6153843,,,577,Technology Services
FSS,Federal Signal Corporation,34.6,-4.20819491,-1.52,Sell,1783287,61701730.2,2113090191.304606,19.36802118,1.7663,3500,Producer Manufacturing
FSLY,"Fastly, Inc.",17.96,-3.905832,-0.73,Sell,25417086,456490864.56,2110300080.685524,,-1.9284,,Technology Services
ADV,Advantage Solutions Inc.,6.62,-14.69072165,-1.14,Sell,1287030,8520138.6,2108956893.701686,,-0.3454,62000,Commercial Services
SBCF,Seacoast Banking Corporation of Florida,36.03,-2.0923913,-0.77,Neutral,1593815,57425154.45,2107899085.6361268,15.88832254,2.1997,989,Finance
BANR,Banner Corporation,61.45,-1.09447932,-0.68,Buy,537029,33000432.05,2104824185.257341,10.27606298,5.8093,1891,Finance
MANU,Manchester,12.9,-2.86144578,-0.38,Strong Sell,2014004,25980651.6,2102735553.4867396,,-0.6915,,Consumer Services
THS,"Treehouse Foods, Inc.",37.65,-6.08630581,-2.44,Strong Sell,1076805,40541708.25,2100688574.5578947,,-0.5532,10000,Consumer Non-Durables
CNK,"Cinemark Holdings, Inc.",17.48,-1.35440181,-0.24,Sell,9227490,161296525.20000002,2091070242.2188587,,-3.5578,16000,Consumer Services
EVRI,Everi Holdings Inc.,22.9,-4.26421405,-1.02,Buy,4357431,99785169.9,2083410453.8022983,33.45124577,0.7321,1300,Consumer Services
HTLF,"Heartland Financial USA, Inc.",49.27,-1.12382099,-0.56,Sell,355920,17536178.4,2083039288.9797812,9.50056027,5.014,2249,Finance
AMEH,"Apollo Medical Holdings, Inc.",46.79,-7.36487824,-3.72,Sell,1678834,78552642.86,2080019720.87127,28.36051396,1.681,,Health Services
RIOT,"Riot Blockchain, Inc",17.73,9.30949445,1.51,Sell,35013550,620790241.5,2067023627.290286,88.96797153,0.1987,8,Finance
SWIM,"Latham Group, Inc.",17.18,1.41676505,0.24,Sell,2121019,36439106.42,2059897641.9426565,,,2175,Producer Manufacturing
QRTEA,Liberty Interactive Corporation - Series A QVC Group Common Stock,5.41,-8.46023689,-0.5,Strong Sell,26782997,144896013.77,2059268024.9321709,6.73981191,0.8043,26659,Retail Trade
SATS,EchoStar Corporation,23.95,5.04385965,1.15,Sell,1388854,33263053.3,2056270224.7006748,31.99784163,0.7419,2500,Communications
PBF,PBF Energy Inc.,17.07,-0.1170275,-0.02,Buy,11598749,197990645.43,2054174999.2036695,8.64484746,1.9198,3418,Energy Minerals
MD,"Mednax, Inc.",23.74,-1.7384106,-0.42,Sell,1853267,43996558.58,2052859297.461438,15.0857819,1.5329,7420,Health Services
UCTT,"Ultra Clean Holdings, Inc.",45.58,-4.36424675,-2.08,Sell,2108930,96125029.4,2046542061.9493203,16.14715072,2.7357,,Electronic Technology
RTLR,Rattler Midstream LP,13.98,3.40236686,0.46,Strong Buy,2713055,37928508.9,2043483434.3241637,15.59239508,0.8626,,Industrial Services
HPK,"HighPeak Energy, Inc.",21.43,0.84705882,0.18,Buy,710316,15222071.88,2041715019.7234647,144.79669194,0.1466,25,Industrial Services
CDLX,"Cardlytics, Inc. Common Stock",61.29,-0.08151288,-0.05,Sell,2528643,154980529.47,2039066424.144,,-3.8736,471,Technology Services
UTZ,Utz Brands Inc,14.89,-3.05989583,-0.47,Sell,1581880,23554193.2,2038730105.5037649,75.62111801,0.23,3349,Consumer Non-Durables
STER,Sterling Check Corp.,21.27,2.06333973,0.43,Sell,1117384,23766757.68,2037854213.2795856,,-0.2508,,Technology Services
WFRD,Weatherford International plc,28.87,4.03603604,1.12,Neutral,1389508,40115095.96,2035130608.8276963,,-6.4286,17000,Industrial Services
VBTX,"Veritex Holdings, Inc.",41.2,2.61519303,1.05,Strong Buy,978598,40318237.6,2034126372.6525404,14.12447714,2.8256,,Finance
NEGG,"Newegg Commerce, Inc.",5.51,-3.33333333,-0.19,Sell,612362,3374114.62,2031784999.8191683,,-0.3702,1789,Retail Trade
VERX,"Vertex, Inc.",13.64,2.47933884,0.33,Sell,269747,3679349.08,2029492084.618076,,-0.004,1200,Technology Services
IDCC,"InterDigital, Inc.",66.11,2.21088435,1.43,Sell,453575,29985843.25,2028917182.0007875,35.94156947,1.7996,510,Electronic Technology
LKFN,Lakeland Financial Corporation,80.01,-0.50982343,-0.41,Buy,409276,32746172.76,2027791902.0120497,20.65071975,3.758,582,Finance
VCEL,Vericel Corporation,43.29,10.37735849,4.07,Buy,1219127,52776007.83,2026632512.1337924,,-0.1619,281,Health Technology
LAUR,"Laureate Education, Inc.",11.34,0,0,Strong Sell,11209769,127118780.46,2024229824.9999995,,-2.4021,24000,Commercial Services
KYMR,"Kymera Therapeutics, Inc.",39.1,-2.42076366,-0.97,Sell,774685,30290183.5,2021608530.4983127,,-2.0629,141,Health Technology
PRM,"Perimeter Solutions, SA",12.38,-0.24174053,-0.03,Strong Sell,1606196,19884706.48,2020820478.9249203,,,,Process Industries
CSGS,"CSG Systems International, Inc.",62.46,1.34674671,0.83,Buy,1261522,78794664.12,2020483438.7758937,26.88000708,2.2759,5200,Technology Services
AHCO,AdaptHealth Corp.,15.28,-5.67901235,-0.92,Strong Sell,4567237,69787381.36,2020247951.7437184,40.5501783,1.0975,,Finance
NOG,"Northern Oil and Gas, Inc.",26.11,10.63559322,2.51,Strong Buy,5515077,143998660.47,2019376973.696025,,-0.7227,25,Energy Minerals
HOPE,"Hope Bancorp, Inc.",16.77,-0.2379536,-0.04,Buy,3620958,60723465.66,2012508222.5383663,9.7238101,1.6729,,Finance
CMP,Compass Minerals Intl Inc,59.07,1.35552505,0.79,Buy,1044072,61673333.04,2012190362.9020755,,-5.6498,3229,Process Industries
FLNC,"Fluence Energy, Inc.",11.74,-2.73405137,-0.33,Sell,5314671,62394237.54,2011257666.6666667,,,,Producer Manufacturing
GSBD,"Goldman Sachs BDC, Inc.",19.74,-0.20222447,-0.04,Buy,2001149,39502681.26,2009903228.594761,10.28852251,1.8925,,Finance
CUBI,"Customers Bancorp, Inc",60.69,-1.31707317,-0.81,Buy,1131415,68665576.35,1997506083.1305733,6.38196969,9.2603,,Finance
RNST,Renasant Corporation,35.81,-1.9441402,-0.71,Sell,828579,29671413.99,1996630817.4976869,11.09649264,3.1334,2409,Finance
PRGS,Progress Software Corporation,45.19,2.21669306,0.98,Sell,650082,29377205.58,1996554769.8418412,24.95592334,1.7865,2103,Technology Services
KN,Knowles Corporation,21.74,-0.36663611,-0.08,Buy,3284886,71413421.64,1996014710.6252897,13.56922884,1.6262,7000,Electronic Technology
GLNG,Golar LNG Limited,18.14,6.70588235,1.14,Buy,6751798,122477615.72,1994376846.2490053,,3.8071,,Transportation
CBZ,"CBIZ, Inc.",38.32,-0.69966313,-0.27,Buy,625069,23952644.08,1994084583.7007957,28.89774644,1.332,6000,Commercial Services
NABL,"N-able, Inc.",11.14,1.08892922,0.12,Sell,1706983,19015790.62,1993749903.0009067,1161.05263158,0.011,,Technology Services
NKTR,Nektar Therapeutics,10.75,7.71543086,0.77,Sell,6092537,65494772.75,1983989053.1193075,,-2.7218,718,Health Technology
SBH,"Sally Beauty Holdings, Inc. (Name to be changed from Sally Holdings, Inc.)",18,4.46894951,0.77,Buy,5515388,99276984,1981359018.3563285,7.58761948,2.235,29000,Retail Trade
MWA,MUELLER WATER PRODUCTS,12.63,0.23809524,0.03,Sell,4279880,54054884.40000001,1981311369.137705,26.55637788,0.4618,3400,Producer Manufacturing
VCYT,"Veracyte, Inc.",27.84,3.37913108,0.91,Sell,3293256,91684247.04,1977838863.475036,,-1.1366,320,Health Technology
MMI,"Marcus & Millichap, Inc.",49.69,-0.40088194,-0.2,Buy,465675,23139390.75,1972313870.9524305,13.68641549,3.5686,,Finance
RES,"RPC, Inc.",9.09,8.21428571,0.69,Strong Buy,4482790,40748561.1,1968772475.178276,256.66666667,0.033,,Industrial Services
WBX,Wallbox N.V.,12.19,-4.765625,-0.61,Strong Sell,628292,7658879.48,1968634903.227085,,,,Finance
SJW,SJW Group,65.22,0.43116723,0.28,Sell,318844,20795005.68,1968427463.3748243,31.68429376,2.0297,751,Utilities
CDNA,"CareDx, Inc.",37.11,-5.33163265,-2.09,Sell,2777803,103084269.33,1967762934.2991345,,-0.5817,645,Health Technology
ARQQ,Arqit Quantum Inc.,16.38,4.86555698,0.76,Sell,652432,10686836.16,1966802777.0388348,,,,Finance
DFH,"Dream Finders Homes, Inc.",21.25,10.10362694,1.95,Strong Buy,377865,8029631.25,1966081404.4788663,19.10792952,1.0896,,Technology Services
GCMG,GCM Grosvenor Inc.,10.44,2.35294118,0.24,Neutral,1141948,11921937.12,1964962608.3214283,46.99300699,0.4899,524,Finance
NMIH,NMI Holdings Inc,22.8,-2.31362468,-0.54,Sell,2291455,52245174,1957147093.9471288,8.26645567,2.6995,247,Finance
NEX,NexTier Oilfield Solutions Inc.,8.02,11.54381085,0.83,Strong Buy,10992930,88163298.6,1955233482.3461027,,-0.552,3340,Industrial Services
CTOS,"Custom Truck One Source, Inc.",7.9,-4.70446321,-0.39,Sell,1370908,10830173.2,1953760823.0799477,,-1.3378,380,Finance
MGRC,McGrath RentCorp,80.43,-1.00923077,-0.82,Buy,303781,24433105.83,1950151549.0284748,21.78558741,3.7029,1184,Finance
ZUO,"Zuora, Inc.",15.4,2.18978102,0.33,Sell,3823619,58883732.6,1947684228.34977,,-0.6776,1190,Technology Services
TRMK,Trustmark Corporation,31.67,-1.30881895,-0.42,Sell,884858,28023452.86000001,1947503099.5828948,13.02875755,2.3404,2692,Finance
BSIG,BrightSphere Investment Group Inc.,24.37,0.08213552,0.02,Neutral,2033006,49544356.22,1945192043.0181816,6.48803505,3.6767,800,Finance
INFN,Infinera Corporation,9.14,-0.32715376,-0.03,Buy,5899817,53924327.38,1945089154.0222964,,-0.8245,3225,Electronic Technology
EPC,Edgewell Personal Care Company,35.93,-0.93741384,-0.34,Sell,1214831,43648877.83,1942926763.4237,17.60908727,2.0317,6900,Consumer Non-Durables
SSP,E.W. Scripps Company (The),23.5,7.89715335,1.72,Strong Buy,990718,23281873,1939321671.5924425,27.51237624,0.9034,5600,Consumer Services
OI,"O-I Glass, Inc.",12.45,-5.17897944,-0.68,Sell,3008130,37451218.5,1937488004.9618964,12.88035773,0.9488,24000,Process Industries
ECPG,Encore Capital Group Inc,66.18,-0.98743268,-0.66,Buy,1358496,89905265.28000002,1937203201.5644965,5.79261513,11.6162,6604,Finance
CYXT,"Cyxtera Technologies, Inc.",11.61,-4.99181669,-0.61,Buy,780706,9063996.66,1927012983.0489264,,-0.76,3,Finance
COMM,"CommScope Holding Company, Inc.",9.41,-5.9,-0.59,Sell,12679865,119317529.65,1925463739.505761,,-2.552,30000,Electronic Technology
ASZ,Austerlitz Acquisition Corporation II,9.75,0.1026694,0.01,Buy,1753580,17097405,1922142800.513347,70.42660882,0.1383,5,Finance
